ticker,name,sector,sector_etf,market_cap,date,close,daily_return,return_5d,return_20d,rs_spy_20d,rs_spy_50d,rs_spy_near_high,rs_qqq_20d,rs_qqq_50d,rs_sector_20d,rs_sector_50d,close_to_50d_high,volume_ratio,volume_trend,updown_vol_ratio_20d,capped_volume_ratio,avg_dollar_volume_20d,close_position,ma20,ma60,ma120,above_ma20,above_ma60,ma60_rising,ma120_rising,ma_aligned,golden_cross_recent,vp_signal,accumulation_days_10d,distribution_days_10d,volume_strength,surge_today,sustained_accumulation,signal_type,triggered_today,days_since_trigger,warnings,atr_ratio,rsi_14,liquidity_ok,rs_positive,rs_sector_positive,near_50d_high,volume_quality,not_overheated,passed_hard_filters,grade,market_state,trigger_price,ext_from_trigger,base_stability,sector_etf_to_52w_high,mom_12_1,mom_6_1,score_3m,score,next_earnings_date,earnings_within_20d,verdict,verdict_reason,top_pick_rank,regime_trend,regime_breadth,regime_vix_ratio
MSTR,Strategy Inc,Information Technology,XLK,52814626816.0,2026-09-21,168.5,0.09472454524753449,0.23046587553624165,0.4129979035639413,0.3953208014277314,0.7334285568607757,True,0.3595820027780816,0.7421077716595748,0.32931297992877395,0.6975544301925696,1.0,1.5078786661114527,1.1635741268365813,1.6182936838984077,1.5078786661114527,3757356821.469737,0.7979796734308869,134.10650062561035,109.18716672261556,128.45066668192547,True,True,True,True,False,False,accumulation,2,0,interest,True,False,surge,True,0.0,과열,0.06113607189118635,70.9037139398354,True,True,True,True,False,False,True,A,Uptrend Under Pressure,168.5,0.0,0.2513014038691257,0.9842204133810672,-0.7234975079612557,-0.2972215058514598,0.021194571934516283,0.9807203389830509,2026-10-30,False,대기,단기 이벤트성(3M 0.02) — 신호 재발생 또는 중기 추세 형성 대기,0,0,0.385,0.822
NTRA,"Natera, Inc.",Health Care,XLV,46408658944.0,2026-09-21,370.6400146484375,0.0033839572008724783,0.08440857070789365,0.11628472129352696,0.10231960571789456,0.3367485554941345,True,0.07408554055094352,0.3434416077109097,0.1533379025923971,0.3066239662876462,1.0,1.462991282455353,1.6997821494765493,2.3198164019209457,1.462991282455353,463392339.0834473,0.738939920262775,337.2672546386719,301.12341868082683,255.6802096048991,True,True,True,True,True,False,accumulation,4,1,normal,False,False,surge,False,1.0,,0.030486835619171766,74.56047470367082,True,True,True,True,True,True,True,A,Uptrend Under Pressure,369.39,0.0034,0.5970688781755961,0.9620332510984626,0.5512471984779468,0.411088823084109,0.9257218748870659,0.9674258474576272,,False,진입 검토,surge D+1,1,0,0.385,0.822
SMCI,"Super Micro Computer, Inc.",Information Technology,XLK,24115425280.0,2026-09-21,41.20000076293945,0.05397801489166465,0.12139354601844365,0.10633724237349962,0.09249657326762062,0.41689651941136385,True,0.06451410857742723,0.4239908696174739,0.040814323047683176,0.3875731734840555,1.0,1.2441755269434651,1.128446550333803,1.5370368764921256,1.2441755269434651,1471049524.8678322,0.6977161475488011,38.077499580383304,32.86449982325236,32.34708318710327,True,True,True,True,True,False,accumulation,3,2,normal,False,False,surge,False,2.0,,0.05891104071910164,59.61676268384532,True,True,True,True,False,True,True,A,Uptrend Under Pressure,40.35,0.0211,0.4089185467170348,0.9842204133810672,-0.3175859019327498,0.5081568787005677,0.45147808174623255,0.9351165254237288,,False,진입 검토,surge D+2,2,0,0.385,0.822
FRO,Frontline Plc,Energy,XLE,9746429952.0,2026-09-21,49.810001373291016,-0.03131071281575115,0.05236411718036482,0.2174362163553163,0.20220565990045292,0.35751091629421294,False,0.17141318123125515,0.3643079249090757,0.24043613835160782,0.22957360745783606,0.9686892871842488,1.5357939046341882,1.557194351618825,3.685385855065966,1.5357939046341882,163361235.1324129,0.11627974764718257,44.54940910339356,39.04631277720134,36.156871271133426,True,True,True,True,True,False,distribution,7,1,interest,False,True,acc,True,0.0,,0.03379092201718025,73.87031999957927,True,True,True,True,True,True,True,A,Uptrend Under Pressure,49.81,0.0,0.3304803599604111,0.9473684027811128,0.6875749694773341,0.198666776061037,0.9169292761374724,0.9286016949152543,,False,진입 검토,acc D+0,3,0,0.385,0.822
SMTC,Semtech Corporation,Information Technology,XLK,12408576000.0,2026-09-21,177.3699951171875,-0.04124326963682434,0.2061883130648956,0.4293657857335913,0.41148391561850706,0.2685484661596713,False,0.3753311259475638,0.2749000429679054,0.34471147285447556,0.24229525360028825,0.9587567303631757,1.1949191641467443,1.1430534061865112,3.293052520879676,1.1949191641467443,590067408.643219,0.09047240553458068,150.2100009918213,138.35400009155273,133.45175037384033,True,True,True,True,True,False,distribution,4,1,normal,False,False,surge,False,1.0,,0.06697057804928766,62.5742179382842,True,True,True,True,True,True,True,A,Uptrend Under Pressure,185.0,-0.0412,0.3415570572334072,0.9842204133810672,0.7540521936324756,0.4393211059865556,0.9504363774348595,0.9280720338983052,2026-11-24,False,진입 검토,surge D+1 · 클러스터 대표(25종목 중) · 동일 베팅 대기: INTC,4,0,0.385,0.822
SWKS,"Skyworks Solutions, Inc.",Information Technology,XLK,10083181568.0,2026-09-21,88.73999786376953,-0.00022537485330653695,0.11960630169104758,0.3217157978921781,0.3051806670930084,0.4308927002364784,False,0.2717506565786352,0.43805712881949277,0.2434370648982931,0.401279696704417,0.9717476802488325,0.5373913069082161,1.3490246268770245,1.5759223987027684,0.5373913069082161,643725081.2517776,0.1648648258541303,76.59549980163574,68.19666690826416,67.83720013300578,True,True,True,True,True,False,dry_up,5,3,normal,False,False,surge,False,4.0,분산3일,0.06508581263585614,64.62478985658711,True,True,True,True,False,True,True,A,Uptrend Under Pressure,90.0,-0.014,0.18885362867033242,0.9842204133810672,-0.21789002700633964,0.06784313727936442,0.4039219760760363,0.92510593220339,2026-11-04,False,진입 검토,surge D+4,5,0,0.385,0.822
DELL,Dell Technologies Inc.,Information Technology,XLK,294647398400.0,2026-09-21,575.3099975585938,0.012762736385520945,0.07679487536847507,0.3013708266220041,0.2850902185890707,0.28985369891529555,False,0.2521747911677963,0.29631195026208634,0.22429702631967485,0.26315956445258637,0.9777531843774072,0.7300411620909071,0.9913269186176347,2.545172414380267,0.7300411620909071,5360105616.312677,0.314936951098657,510.3320037841797,457.9582092285156,369.1054475148519,True,True,True,True,True,False,weak_rally,3,2,normal,False,False,acc,False,3.0,,0.06546345514756312,62.80244160097441,True,True,True,True,False,True,True,A,Uptrend Under Pressure,563.29,0.0213,0.33299246482372097,0.9842204133810672,1.8627222106572066,1.3502923554761312,0.993819341548914,0.9242584745762713,2026-11-28,False,스킵,acc D+3 관찰 종료 — 신호 재발생 전까지 관망,0,0,0.385,0.822
META,"Meta Platforms, Inc.",Communication Services,XLC,1458039816192.0,2026-09-21,741.2449951171875,0.11339841549708973,0.11364937245476692,0.34796319732302194,0.33109970229954677,0.0784005689663192,True,0.2970058192337921,0.08380008205277512,0.30861091275479957,0.07762204946803974,1.0,2.374309116768838,1.2608655881577886,3.2251056578614996,2.374309116768838,12998741136.07815,0.8398501229849674,624.1772491455079,607.2102457682291,610.0882436116536,True,True,True,True,False,True,accumulation,4,3,attention,True,False,surge,True,0.0,분산3일,0.03688293378576878,77.81224574031333,True,True,True,True,False,True,True,A,Uptrend Under Pressure,741.24,0.0,0.2770202166447098,0.9611563544299332,-0.39717558417338505,-0.21933524074645283,0.08351071518918723,0.9231991525423728,2026-10-29,False,스킵,단기 이벤트성(3M 0.08) + 분산 매물,0,0,0.385,0.822
MPC,Marathon Petroleum Corporation,Energy,XLE,104837505024.0,2026-09-21,402.3800048828125,-0.052978439100881736,0.014957731096460591,0.11549124950412737,0.10153606054043696,0.3844719648779751,False,0.0733220645671091,0.39140396649900144,0.13656521738964744,0.2539937379850208,0.9470215608991183,1.5009184922355607,1.5438890132610823,5.0,1.5009184922355607,1161465962.5154357,0.08975633363176616,389.3985000610352,335.4008069356283,289.572105662028,True,True,True,True,True,False,distribution,5,2,interest,False,False,surge,False,1.0,,0.03733853797588194,62.68847761344069,True,True,True,True,False,True,True,A,Uptrend Under Pressure,424.89,-0.053,0.383365654711914,0.9473684027811128,0.6906744358982044,0.31542919257780677,0.9357892739691375,0.9226165254237289,2026-11-03,False,진입 검토,surge D+1,0,0,0.385,0.822
VLO,Valero Energy Corporation,Energy,XLE,103342923776.0,2026-09-21,393.2699890136719,-0.048417561519377816,0.026948626394249553,0.1273003655531182,0.11319744038259416,0.36936681948719796,False,0.08468475775188278,0.37622319018539474,0.14859743239390433,0.24031216247326426,0.9515824384806222,1.1906294670934692,1.4543304068176734,2.6862434090131297,1.1906294670934692,1239043223.6804383,0.0809628508919922,375.59000091552736,327.89141133626305,285.8499762217204,True,True,True,True,True,False,distribution,7,3,normal,False,True,acc,True,0.0,분산3일,0.037845216747044844,63.42037499383296,True,True,True,True,False,True,True,A,Uptrend Under Pressure,393.27,0.0,0.33862126361920525,0.9473684027811128,0.8281621020570737,0.218209223141836,0.9358705865346393,0.9203919491525424,,False,진입 검토,acc D+0,0,0,0.385,0.822
